"Item Name";"Region";"Lore";"DescriptionLore";"ImageURL"
"Twin Shadows";"Shadow Isles";"A relic from the Shadow Isles, rumored to be tied to spirits seeking to sow confusion and dread among the living.";"While attuned to these spectral pauldrons, you can cast the *invisibility* spell once per day. When you do, two translucent, ghostly duplicates of yourself appear alongside you for the duration of the spell. These duplicates mimic your movements but provide no tactical advantage beyond visual distraction.";"https://wiki.leagueoflegends.com/en-us/images/Twin_Shadows_%283290%29_item.png"
"Typhoon Claws";"Ionia";"Favored by those who navigate treacherous currents, Typhoon Claws are rumored to be imbued with the spirit of a raging storm.";"These handwraps grant a +2 bonus to attack and damage rolls made with unarmed strikes. Additionally, once per short rest, when you hit a creature with an unarmed strike, you can attempt to push the target up to 15 feet away from you in a straight line. The target must succeed on a DC 15 Strength saving throw or be pushed and knocked prone. Finally, you gain advantage on saving throws against being swept away or knocked prone by powerful gusts of wind or water.";"https://wiki.leagueoflegends.com/en-us/images/Typhoon_Claws_item.png"
"Unending Despair";"Shadow Isles";"Associated with the Black Mist and the anguished spirits of the Shadow Isles, it seems to amplify their despair.";"This dark amulet whispers promises of power fueled by sorrow. While wearing it, you gain resistance to necrotic damage and advantage on saving throws against being frightened. However, at the end of each long rest, you must succeed on a DC 15 Wisdom saving throw or gain one level of exhaustion. Furthermore, any creature that starts its turn within 30 feet of you must succeed on a DC 13 Wisdom saving throw or be overwhelmed with despair, suffering disadvantage on attack rolls and ability checks until the start of its next turn.";"https://wiki.leagueoflegends.com/en-us/images/Unending_Despair_item.png"
"Vampiric Scepter";"Noxus";"Likely crafted by a hemomancer within Noxus. Perhaps associated with Vladmir or one of his apprentices.";"This scepter pulses with dark energy. While holding it, you gain the following benefits: You gain a +2 bonus to spell attack rolls. Whenever you cast a spell that deals damage, you regain hit points equal to 1d4 + the level of the spell. This healing cannot exceed the amount of damage dealt by the spell. In addition, once per long rest, as an action, you can expend a number of hit dice up to your Constitution modifier (minimum of 1). Each creature of your choice within 30 feet of you must succeed on a DC 15 Constitution saving throw or take necrotic damage equal to the total rolled on the hit dice and you regain hit points equal to half the necrotic damage dealt.";"https://wiki.leagueoflegends.com/en-us/images/Vampiric_Scepter_item.png"
"Vanguard Banner";"Demacia";"Likely used by Demacian armies for morale and coordination. Could be associated with the Dauntless Vanguard.";"This banner radiates courage. While the banner is within 30 feet of you and unfurled, you and friendly creatures within 30 feet of you gain the following benefits: You have advantage on saving throws against being frightened. You can reroll any attack roll, ability check, or saving throw, but you must use the new roll. Each friendly creature can only use this reroll once per long rest. As a bonus action, you can plant the banner into the ground. While planted, the banner emanates an aura that grants advantage on death saving throws to friendly creatures within 60 feet. The banner remains planted until you use a bonus action to uproot it. The banner can be destroyed (AC 10, 10 hit points, vulnerability to fire damage).";"https://wiki.leagueoflegends.com/en-us/images/Vanguard_Banner_item.png"
"Vespertide";"Noxus";"Vespertide's enchantments hint at ties to dark magic, perhaps related to the Black Rose or forgotten Noxian rituals.";"This dagger hums with shadowy power. You gain a +2 bonus to attack and damage rolls made with this magic weapon. When you hit a creature with this dagger, you can expend 1 charge to deal an extra 2d6 necrotic damage to the target and you regain hit points equal to half the necrotic damage dealt. The dagger has 3 charges and regains all expended charges daily at dusk. Additionally, you can cast the *darkness* spell once per long rest without using a spell slot.";"https://wiki.leagueoflegends.com/en-us/images/Vespertide_item.png"
"Doran's Ring";"Ionia";"Favored by young mages in Ionia, Doran's Ring is often seen as a stepping stone to more powerful arcane artifacts. ";"While wearing this ring, you gain a +1 bonus to spell attack rolls and your spell save DC. Additionally, you regain 1 hit point at the start of each of your turns if you have at least 1 hit point.";"https://wiki.leagueoflegends.com/en-us/images/Doran%27s_Ring_item.png"
"Guardian's Horn";"Freljord";"Horns are commonly used among the Freljord tribes to signal a coming raid. It could be used by the Winter's Claw or the Avarosan.";"As an action, you can blow this horn. Each creature within 30 feet of you that is hostile must succeed on a DC 15 Wisdom saving throw or become frightened of you for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Once used, the horn cannot be used again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Guardian%27s_Horn_item.png"
"Scorchclaw Pup";"Freljord";"Bred in the harsh climates of the Freljord, these pups are favored by those seeking to ignite a fire in their hearts.";"You can use an action to summon a Scorchclaw Pup familiar. It uses the statistics of a Weasel, but it also deals 1 fire damage with its bite attack. As a bonus action, you can command the pup to breathe a cone of fire that deals 1d4 fire damage in a 15-foot cone. Creatures in the area must succeed on a DC 10 Dexterity saving throw or take the damage. Once you use this ability, you can't use it again until you finish a short or long rest. If the pup dies, it reappears after 1d4 days.";"https://wiki.leagueoflegends.com/en-us/images/Scorchclaw_Pup_item.png"
"Control Ward";"Demacia";"Favored by Demacian scouts, these wards reveal hidden threats, embodying the kingdom's vigilance against mages and Noxian spies.";"When you use an action to plant this magical ward, it becomes invisible. The ward has AC 10, 1 hit point, and is immune to poison and psychic damage. A creature can use an action to attempt a DC 12 Intelligence (Investigation) check to spot the ward. If the check succeeds, the ward becomes visible. While active, the ward emits a magical aura in a 60-foot radius. This aura reveals invisible creatures and objects, and it suppresses magical illusions, revealing their true form. The ward lasts for 8 hours or until destroyed.";"https://wiki.leagueoflegends.com/en-us/images/Control_Ward_item.png"
"Health Potion";"Ionia";"Used by Ionian monks to quickly recover from wounds sustained during meditation or combat. Could be related to the Spirit Blossom festival.";"As an action, you can drink this potion or administer it to another creature within reach. The drinker regains 2d4 + 2 hit points. The potion's crimson liquid glimmers with swirling golden motes.";"https://wiki.leagueoflegends.com/en-us/images/Health_Potion_item.png"
"Stealth Ward";"Ionia";"Favored by Ionian monks for centuries to protect sacred groves from outsiders.";"As an action, you can plant this magical ward. The ward is invisible and lasts for 8 hours. The ward has AC 10, 1 hit point, and is immune to poison and psychic damage. A creature can use an action to attempt a DC 12 Wisdom (Perception) check to spot the ward. If the check succeeds, the ward becomes visible. While active, the ward alerts you if any creature comes within 30 feet of it. You are mentally alerted to the presence of a creature; you do not know what kind of creature it is.";"https://wiki.leagueoflegends.com/en-us/images/Stealth_Ward_item.png"
