Item Name;Region;Lore;DescriptionGame;DescriptionLore;ImageURL
Stealth Ward;ionia;Favored by Ionian monks, wards provide temporary protection and awareness, aiding in meditation and defense against wayward spirits.;Places an invisible, fragile ward that grants vision in a small area for a short duration.;Grants a brief glimpse of the unseen. Save versus WIS or attract unwanted attention from spirits. Ward decays after 1 turn, or instantly if touched by unnatural beings.;https://wiki.leagueoflegends.com/en-us/images/Stealth_Ward_%28Item%29_item.png
Stinger;ionia;Favored by Ionian duelists, its quickening hum resonates with the spirit realm. Often used in ceremonies and duels to quicken the participants.;Provides attack speed and ability haste, enhancing rapid strikes and spellcasting.;Confers +1 to initiative. On a successful hit, target must save versus Paralysis or be unable to act next round. Stacks with haste spells for potentially devastating effect.;https://wiki.leagueoflegends.com/en-us/images/Stinger_item.png
Stormrazor;freljord;Forged in the icy peaks of the Freljord, channeling the raw power of lightning storms. Said to be wielded by ancient stormcallers.;Empowers the next attack with bonus damage and slows the target.;Next melee attack deals +1d6 lightning damage and target must SAVE vs Paralysis or be slowed (half move) for 1 round. Recharges only in electrical storm or after imbibing potion of speed.;https://wiki.leagueoflegends.com/en-us/images/Stormrazor_item.png
Stridebreaker;noxus;Favored by Noxian commanders for its brutal efficiency, allowing swift advances and crushing enemy lines. Potentially forged by the Black Rose.;Deals damage and slows enemies on cast, also grants movement speed.;On a hit, target must save versus STR or be knocked prone. Grants +1 to initiative when charging into combat or fleeing. Movement is doubled for a short time.;https://wiki.leagueoflegends.com/en-us/images/Stridebreaker_item.png
Stormrazor;ionia;Forged by a forgotten Ionian master, rumored to channel storm spirits. Its raw power is sought by those who desire unmatched striking speed.;Empowers the next attack to deal bonus damage and slow the target.;On a hit, the wielder's spirit leaves their body in the form of lightning, teleporting them 10' in a straight line and stunning any creature they pass through for 1 round.;https://wiki.leagueoflegends.com/en-us/images/Stormrazor_item.png
Stridebreaker;noxus;Associated with Darius, though it may be a weapon used by other Noxian commanders to break enemy ranks and inspire fear.;Deals damage and slows enemies on cast, also grants movement speed.;"Once per turn, slam the blade to inflict STR damage and reduce enemy movement to half for one round; 1/day, increase movement by 50% for one round.";https://wiki.leagueoflegends.com/en-us/images/Stridebreaker_item.png
Sunfire Aegis;targon;Forged with celestial fire, it is reminiscent of artifacts wielded by the Solari, warding off darkness.;Deals continuous magic damage to nearby enemies, increased damage to monsters and minions.;Grants a constant aura of heat, dealing 1d4 fire damage to those within melee range. Undead and creatures of the night suffer double damage.;https://wiki.leagueoflegends.com/en-us/images/Sunfire_Aegis_item.png
Synchronized Souls;ionia;Likely crafted by Ionian spirit walkers, enhances magical bonds and connection. Perhaps used during meditation or communion with spirits.;Grants bonus mana and ability haste, empowering the user's connection with their ally.;Wearer can cast spells through a willing ally within 30ft. Ally takes half damage from the spell. Potential for disastrous backfires if the bond is broken mid-cast.;https://wiki.leagueoflegends.com/en-us/images/Synchronized_Souls_item.png
T.U.R.B.O.;noxus;Likely created by a Noxian artificer, its crude construction suggests it's meant for frontline soldiers.;Grants movement speed towards enemies, and an AOE slow upon reaching them.;Move with unnatural speed toward a foe. Upon contact, those nearby must save vs. Paralysis or be slowed (half movement) for 1d4 rounds.;https://wiki.leagueoflegends.com/en-us/images/T._U._R._B._O._item.png
Targon's Brace;targon;Forged on Targon, this brace resonates with celestial power, assisting those who protect the vulnerable. Often used by the Rakkor. ;Grants health, health regeneration, and executes minions to grant gold to an ally.;Wearer gains +1 to AC. Once per day, may smite a creature of negligible HP (1 hp or less). Target turns to gold dust, 1d6 gold pieces appear at the wearer's feet.;https://wiki.leagueoflegends.com/en-us/images/Targon%27s_Brace_item.png
Tear of the Goddess;targon;Associated with celestial magic, often carried by mages seeking to amplify their connection to the heavens and increase their mana reserves.;Grants bonus mana and mana regeneration, stacking mana upon spell cast.;User gains +1 to cast spells. Each successful spell cast permanently adds a charge to the Tear. On 10 charges, roll a d6. On a 6, spell permanently improved (DM's discretion, damage/range/etc.);https://wiki.leagueoflegends.com/en-us/images/Tear_of_the_Goddess_item.png
Teleport;ionia;Favored by monks and traveling merchants, allowing for swift travel to remote temples or bustling marketplaces across Ionia.;After a delay, teleport to a target allied structure.;Upon utterance of command word, user vanishes and reappears next to designated structure. Mispronunciation or flawed structure diagrams risk arrival inside walls (1d6 damage) or miles away (1d20 miles in random direction).;https://wiki.leagueoflegends.com/en-us/images/Teleport_item.png
The Baron's Gift;shurima;Potentially tied to void corruption experiments performed during the height of the Ascended empire. Could be tied to Bel'Veth.;Empowers the holder, granting increased attack damage, ability power, and tenacity for a short duration.;Grants +2 to hit and damage rolls, and advantage on saves vs. charm and fear. Duration: 3 rounds. After, suffer -1 to all rolls for 1d4 rounds.;https://wiki.leagueoflegends.com/en-us/images/The_Baron%27s_Gift_item.png
The Collector;noxus;Favored by Noxian bounty hunters and debt collectors, it ensures debts are paid, one way or another, often associated with the Black Rose.;Grants lethality and critical strike chance. Executes enemies below a health threshold, granting bonus gold.;On a successful hit, the target must SAVE vs DEATH or instantly die if below the item user's level. On a successful hit and death, the item user is granted 1d6 gold.;https://wiki.leagueoflegends.com/en-us/images/The_Collector_item.png
The Rose's Pride;noxus;Associated with the Black Rose, it likely enhances the wearer's cunning and resilience, maybe connected to LeBlanc or Swain.;Provides health, ability haste, and damage reduction after casting ultimate.;Grants +3 to saves vs charm and fear after casting a ritual. Lasts 1d4 rounds. Possible mishap on a roll of 1: target becomes hostile.;https://wiki.leagueoflegends.com/en-us/images/The_Rose%27s_Pride_item.png
Thornmail;noxus;Favored by melee combatants and warriors of the Iron Legion, each spike is rumored to be quenched in the blood of the fallen.;Reflects damage and inflicts grievous wounds to attackers when hit by basic attacks.;Creature suffers damage when it hits you with a melee attack. Chance target also suffers -2 to all attack rolls for 1d4 rounds due to festering wounds.;https://wiki.leagueoflegends.com/en-us/images/Thornmail_item.png
Timeworn Ancient Coin;shurima;A discarded coin from a bygone Shuriman dynasty, hinting at the empire's forgotten wealth and the transience of power. Likely a trinket of a fallen emperor.;Grants gold and mana upon nearby enemy minion deaths. Encourages support role activity and sustain.;Coin whispers secrets of past eras. Spend coin to possibly glimpse future, but each use ages the holder, imposing cumulative -1 to all rolls.;https://wiki.leagueoflegends.com/en-us/images/Ancient_Coin_item.png
Timeworn Frost Queen's Claim;freljord;Likely owned by a powerful Ice Witch, its magic allows the bearer to glimpse echoes of the past and slow their foes.;Slows nearby enemies and grants vision of them for a short duration.;Once per day, user may cast 'Temporal Snare'. Target must Save vs. Paralysis or be slowed (half movement) for 1d4 rounds. Reveals invisible foes within 30' for 1 round. Item crumbles to dust after 7 uses.;https://wiki.leagueoflegends.com/en-us/images/Frost_Queen%27s_Claim_item.png
Timeworn Nomad's Medallion;targon;Said to be favored by nomadic ascetics who dwell on the slopes of Mount Targon, seeking enlightenment and offering aid to weary travelers.;Grants health regeneration, mana regeneration, and a small amount of gold over time.;Wearer recovers 1d4 hit points and 1d4 mana per turn when not in combat, and has a 1-in-6 chance of finding a lost coin or useful pebble each day.;https://wiki.leagueoflegends.com/en-us/images/Nomad%27s_Medallion_item.png
Timeworn Spellthief's Edge;freljord;Likely once belonging to a Frost Priestess, the item hums with dormant power, awaiting a wielder worthy of channeling the glacial energies within.;Grants gold and mana regeneration on damaging spells against champions. Transforms into Fated Guide when quest is completed.;"Upon casting a spell, roll a d6. On a 6, recover 1d4 mana. When 5 successful spells are cast, the edge transforms into a Fated Guide; a powerful staff. ";https://wiki.leagueoflegends.com/en-us/images/Spellthief%27s_Edge_item_old.png
Timeworn Targon's Brace;targon;Forged on the slopes of Mount Targon, this brace resonates with celestial power, offering protection to its wielder and empowering their allies.;Grants health, health regeneration, and ability haste. Grants gold to allies when nearby enemies are slain.;"Wearer gains +1 AC. Once per day, may touch an ally; they gain +1 on their next save vs. death or being charmed/frightened. The wearer only gains half XP from encounters.";https://wiki.leagueoflegends.com/en-us/images/Targon%27s_Brace_item.png
Total Biscuit of Everlasting Will;freljord;Brewed with mystical glacial water, favored by Iceborn. Provides sustenance and inner resolve for surviving in harsh environments.;Restores health and mana. Grants a small burst of movement speed upon consumption.;Grants +1 on saves vs. cold and starvation. Upon consumption, heal 1d6 hp and move at double speed for 1 round. May attract unwanted attention from winter spirits.;https://wiki.leagueoflegends.com/en-us/images/Total_Biscuit_of_Everlasting_Will_item.png
Tracker's Knife;shurima;Associated with nomadic tribes charting the shifting sands, or perhaps ancient Ascended beings who needed to survey their vast empire. Used to observe enemies.;Provides vision and map control through the placement of wards after jungling.;Grants the ability to leave behind an invisible, immobile eye that sees all within a 120' radius for 6 turns. The user is not notified if the eye is disturbed.;https://wiki.leagueoflegends.com/en-us/images/Tracker%27s_Knife_item.png
